Source title,Year,Type,Edition,Authors_list,TitleID,Title,Decision,Approval,Reviewer,Review_Text,Who_Assign
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Knighton B.E.', ' Nielson M.', ' Johnson C.L.', ' Rawlings L.', ' Alejandro A.', ' Hardy R.T.', ' Moss C.D.', ' Johnson J.A.']",167,Examining Nonlinear Terahertz Photonic and Phononic Excitation with Two-Dimensional Spectroscopy,1,Yes, Fletcher T.H.,Innovative Idea,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Knighton B.E.', ' Nielson M.', ' Johnson C.L.', ' Rawlings L.', ' Alejandro A.', ' Hardy R.T.', ' Moss C.D.', ' Johnson J.A.']",167,Examining Nonlinear Terahertz Photonic and Phononic Excitation with Two-Dimensional Spectroscopy,1,Yes, Zappala D.,Sound Work,Chair 1
IEEE Transactions on Nuclear Science,2019,Journal,,"['Knighton B.E.', ' Nielson M.', ' Rawlings L.', ' Alejandro A.', ' Hardy R.T.', ' Johnson J.A.']",168,Direct Comparison between Multi-Dimensional Terahertz Vibrational Spectroscopies,1,Yes, Salmon J.L.,Nice Findings,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Knighton B.E.', ' Nielson M.', ' Rawlings L.', ' Alejandro A.', ' Hardy R.T.', ' Johnson J.A.']",168,Direct Comparison between Multi-Dimensional Terahertz Vibrational Spectroscopies,0,Yes, Hawkins A.R.,Need Improvement,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Knighton B.E.', ' Nielson M.', ' Rawlings L.', ' Alejandro A.', ' Hardy R.T.', ' Johnson J.A.']",168,Direct Comparison between Multi-Dimensional Terahertz Vibrational Spectroscopies,1,Yes, Rice M.,Great,Editor 3
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Searle M.', ' Crockett J.', ' Maynes D.']",169,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip: Isoflux wall,1,Yes, Seamons K.,Excellent,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Searle M.', ' Crockett J.', ' Maynes D.']",169,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip: Isoflux wall,1,Yes, Rice M.,Nice Findings,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Searle M.', ' Crockett J.', ' Maynes D.']",169,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip: Isoflux wall,1,Yes, Zappala D.,Nice Findings,Chair 7
Geotechnical Special Publication,2019,Journal,,"['Miao X.', ' Lee D.-J.']",170,Just-noticeable difference binary pattern for reduced reference image quality assessment,1,Yes, Fletcher T.H.,Nice Findings,Editor 8
Geotechnical Special Publication,2019,Journal,,"['Miao X.', ' Lee D.-J.']",170,Just-noticeable difference binary pattern for reduced reference image quality assessment,0,Yes, Salmon J.L.,Need Major Revision,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Miao X.', ' Lee D.-J.']",170,Just-noticeable difference binary pattern for reduced reference image quality assessment,1,Yes, Schmidt H.,Great,Editor 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Amin M.N.', ' Hamblin M.', ' Meena G.G.', ' Hawkins A.R.', ' Schmidt H.']",171,Free Space Excitation in Optofluidic Devices for Single Particle Detection,1,Yes, Seamons K.,Nice Findings,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Amin M.N.', ' Hamblin M.', ' Meena G.G.', ' Hawkins A.R.', ' Schmidt H.']",171,Free Space Excitation in Optofluidic Devices for Single Particle Detection,1,Yes, Salmon J.L.,Sound Work,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Amin M.N.', ' Hamblin M.', ' Meena G.G.', ' Hawkins A.R.', ' Schmidt H.']",171,Free Space Excitation in Optofluidic Devices for Single Particle Detection,1,Yes, Howell L.L.,Sound Work,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Meena G.G.', ' Brown O.', ' Hanson R.', ' Wood R.L.', ' Pitt W.G.', ' Woolley A.T.', ' Robison R.', ' Hawkins A.R.', ' Schmidt H.']",172,Multiplexed Detection of Single Antibiotic Drug-Resistant Plasmids using Multimode Interference Waveguide Based Optofluidic Chip,1,Yes, Warnick K.F.,Great,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Meena G.G.', ' Brown O.', ' Hanson R.', ' Wood R.L.', ' Pitt W.G.', ' Woolley A.T.', ' Robison R.', ' Hawkins A.R.', ' Schmidt H.']",172,Multiplexed Detection of Single Antibiotic Drug-Resistant Plasmids using Multimode Interference Waveguide Based Optofluidic Chip,1,Yes, Rice M.,Fantastic,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Meena G.G.', ' Brown O.', ' Hanson R.', ' Wood R.L.', ' Pitt W.G.', ' Woolley A.T.', ' Robison R.', ' Hawkins A.R.', ' Schmidt H.']",172,Multiplexed Detection of Single Antibiotic Drug-Resistant Plasmids using Multimode Interference Waveguide Based Optofluidic Chip,1,Yes, Seamons K.,Nice Findings,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Hamilton E.S.', ' Wright J.G.', ' Ganjalizadeh V.', ' Schmidt H.', ' Hawkins A.R.']",173,Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,0,Yes, Magleby S.P.,Exist Some Problems,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Hamilton E.S.', ' Wright J.G.', ' Ganjalizadeh V.', ' Schmidt H.', ' Hawkins A.R.']",173,Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,1,Yes, Zappala D.,Great,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Hamilton E.S.', ' Wright J.G.', ' Ganjalizadeh V.', ' Schmidt H.', ' Hawkins A.R.']",173,Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement,1,Yes, Rice M.,Great,Chair 7
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Roundtree K.A.', ' Goodrich M.A.', ' Adams J.A.']",174,Transparency: Transitioning From Human–Machine Systems to Human-Swarm Systems,0,Yes, Howell L.L.,Need Improvement,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Roundtree K.A.', ' Goodrich M.A.', ' Adams J.A.']",174,Transparency: Transitioning From Human–Machine Systems to Human-Swarm Systems,1,Yes, Hawkins A.R.,Great,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Roundtree K.A.', ' Goodrich M.A.', ' Adams J.A.']",174,Transparency: Transitioning From Human–Machine Systems to Human-Swarm Systems,1,Yes, Salmon J.L.,Awesome,Chair 9
Geotechnical Special Publication,2019,Journal,,"['Swindlehurst E.', ' Jensen H.', ' Petrie A.', ' Song Y.', ' Kuan Y.-C.', ' Chang M.-C.F.', ' Wu J.-T.', ' Chiang S.-H.W.']",175,An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,1,Yes, Magleby S.P.,Innovative Idea,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Swindlehurst E.', ' Jensen H.', ' Petrie A.', ' Song Y.', ' Kuan Y.-C.', ' Chang M.-C.F.', ' Wu J.-T.', ' Chiang S.-H.W.']",175,An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,1,Yes, Warnick K.F.,Fantastic,Editor 8
Geotechnical Special Publication,2019,Journal,,"['Swindlehurst E.', ' Jensen H.', ' Petrie A.', ' Song Y.', ' Kuan Y.-C.', ' Chang M.-C.F.', ' Wu J.-T.', ' Chiang S.-H.W.']",175,An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,0,Yes, Howell L.L.,Exist Some Problems,Editor 7
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Oliveira P.M.', ' Hedengren J.D.']",176,An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students,1,Yes, Seamons K.,Sound Work,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Oliveira P.M.', ' Hedengren J.D.']",176,An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students,1,Yes, Rice M.,Great,Chair 4
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Oliveira P.M.', ' Hedengren J.D.']",176,An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students,1,Yes, Ning A.,Fantastic,Chair 3
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Swindlehurst E.', ' Jensen H.', ' Petrie A.', ' Song Y.', ' Kuan Y.-C.', ' Chang M.-C.F.', ' Wu J.-T.', ' Chiang S.-H.W.']",177,An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,0,No, Warnick K.F.,Need Improvement,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Swindlehurst E.', ' Jensen H.', ' Petrie A.', ' Song Y.', ' Kuan Y.-C.', ' Chang M.-C.F.', ' Wu J.-T.', ' Chiang S.-H.W.']",177,An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,0,No, Schmidt H.,Need Improvement,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Swindlehurst E.', ' Jensen H.', ' Petrie A.', ' Song Y.', ' Kuan Y.-C.', ' Chang M.-C.F.', ' Wu J.-T.', ' Chiang S.-H.W.']",177,An 8-bit 10-GHz 21-mW Time-Interleaved SAR ADC with Grouped DAC Capacitors and Dual-Path Bootstrapped Switch,0,No, Seamons K.,Old Idea,Chair 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Chen Y.-F.', ' Lin C.-S.', ' Hong C.-F.', ' Lee D.-J.', ' Sun C.', ' Lin H.-H.']",178,Design of a Clinical Decision Support System for Predicting Erectile Dysfunction in Men Using NHIRD Dataset,1,Yes, Salmon J.L.,Sound Work,Editor 6
International Journal of Heat and Mass Transfer,2019,Journal,,"['Chen Y.-F.', ' Lin C.-S.', ' Hong C.-F.', ' Lee D.-J.', ' Sun C.', ' Lin H.-H.']",178,Design of a Clinical Decision Support System for Predicting Erectile Dysfunction in Men Using NHIRD Dataset,1,Yes, Howell L.L.,Nice Findings,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Chen Y.-F.', ' Lin C.-S.', ' Hong C.-F.', ' Lee D.-J.', ' Sun C.', ' Lin H.-H.']",178,Design of a Clinical Decision Support System for Predicting Erectile Dysfunction in Men Using NHIRD Dataset,1,Yes, Seamons K.,Innovative Idea,Editor 6
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Miao X.', ' Zhao W.', ' Li X.', ' Yang X.']",179,Structure descriptor based on just noticeable difference for texture image classification,1,Yes, Magleby S.P.,Great,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Miao X.', ' Zhao W.', ' Li X.', ' Yang X.']",179,Structure descriptor based on just noticeable difference for texture image classification,1,Yes, Howell L.L.,Innovative Idea,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Miao X.', ' Zhao W.', ' Li X.', ' Yang X.']",179,Structure descriptor based on just noticeable difference for texture image classification,1,Yes, Ning A.,Sound Work,Chair 9
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Hu R.', ' Liu C.', ' Xuan J.', ' Xu Y.', ' Li T.', ' Liu B.-F.', ' Li Y.', ' Yang Y.']",180,3D hydrodynamic flow focusing-based micromixer enables high-resolution imaging for studying the early folding kinetics of G-quadruplex,1,Yes, Seamons K.,Great,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Hu R.', ' Liu C.', ' Xuan J.', ' Xu Y.', ' Li T.', ' Liu B.-F.', ' Li Y.', ' Yang Y.']",180,3D hydrodynamic flow focusing-based micromixer enables high-resolution imaging for studying the early folding kinetics of G-quadruplex,1,Yes, Ning A.,Nice Findings,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Hu R.', ' Liu C.', ' Xuan J.', ' Xu Y.', ' Li T.', ' Liu B.-F.', ' Li Y.', ' Yang Y.']",180,3D hydrodynamic flow focusing-based micromixer enables high-resolution imaging for studying the early folding kinetics of G-quadruplex,1,Yes, Salmon J.L.,Innovative Idea,Chair 8
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Zhang Y.', ' Huang B.', ' Mardkhe M.K.', ' Woodfield B.F.']",181,Thermal and hydrothermal stability of pure and silica-doped mesoporous aluminas,1,Yes, Schmidt H.,Sound Work,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Zhang Y.', ' Huang B.', ' Mardkhe M.K.', ' Woodfield B.F.']",181,Thermal and hydrothermal stability of pure and silica-doped mesoporous aluminas,0,Yes, Zappala D.,Old Idea,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Zhang Y.', ' Huang B.', ' Mardkhe M.K.', ' Woodfield B.F.']",181,Thermal and hydrothermal stability of pure and silica-doped mesoporous aluminas,1,Yes, Fletcher T.H.,Great,Chair 1
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Ziaee M.', ' Crane N.B.']",182,"Binder jetting: A review of process, materials, and methods",1,Yes, Zappala D.,Innovative Idea,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Ziaee M.', ' Crane N.B.']",182,"Binder jetting: A review of process, materials, and methods",1,Yes, Howell L.L.,Great,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Ziaee M.', ' Crane N.B.']",182,"Binder jetting: A review of process, materials, and methods",1,Yes, Hawkins A.R.,Nice Findings,Chair 3
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Corie T.H.', ' Charles S.K.']",183,Simulated Tremor Propagation in the Upper Limb: From Muscle Activity to Joint Displacement,1,Yes, Warnick K.F.,Great,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Corie T.H.', ' Charles S.K.']",183,Simulated Tremor Propagation in the Upper Limb: From Muscle Activity to Joint Displacement,1,Yes, Magleby S.P.,Great,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Corie T.H.', ' Charles S.K.']",183,Simulated Tremor Propagation in the Upper Limb: From Muscle Activity to Joint Displacement,0,Yes, Seamons K.,Need Major Revision,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Zhang D.', ' Raven L.A.', ' Lee D.-J.', ' Yu M.', ' Desai A.']",184,Hardware friendly robust synthetic basis feature descriptor,1,Yes, Fletcher T.H.,Great,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Zhang D.', ' Raven L.A.', ' Lee D.-J.', ' Yu M.', ' Desai A.']",184,Hardware friendly robust synthetic basis feature descriptor,1,Yes, Schmidt H.,Excellent,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Zhang D.', ' Raven L.A.', ' Lee D.-J.', ' Yu M.', ' Desai A.']",184,Hardware friendly robust synthetic basis feature descriptor,1,Yes, Ning A.,Fantastic,Chair 8
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Mayoral J.M.', ' Franke K.W.', ' Hutchinson T.']",185,"The September 19, 2017 Mw 7.1 Puebla-Mexico city earthquake: Important findings from the field – Overview of Special Edition",0,Yes, Warnick K.F.,Not Rigorous Experiment,Editor 1
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Mayoral J.M.', ' Franke K.W.', ' Hutchinson T.']",185,"The September 19, 2017 Mw 7.1 Puebla-Mexico city earthquake: Important findings from the field – Overview of Special Edition",1,Yes, Seamons K.,Innovative Idea,Editor 2
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Mayoral J.M.', ' Franke K.W.', ' Hutchinson T.']",185,"The September 19, 2017 Mw 7.1 Puebla-Mexico city earthquake: Important findings from the field – Overview of Special Edition",1,Yes, Howell L.L.,Sound Work,Editor 1
IEEE Transactions on Nuclear Science,2019,Journal,,"['Harrison W.K.', ' Fernandes T.', ' Gomes M.A.C.', ' Vilela J.P.']",186,Generating a Binary Symmetric Channel for Wiretap Codes,1,Yes, Warnick K.F.,Excellent,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Harrison W.K.', ' Fernandes T.', ' Gomes M.A.C.', ' Vilela J.P.']",186,Generating a Binary Symmetric Channel for Wiretap Codes,1,Yes, Hawkins A.R.,Nice Findings,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Harrison W.K.', ' Fernandes T.', ' Gomes M.A.C.', ' Vilela J.P.']",186,Generating a Binary Symmetric Channel for Wiretap Codes,1,Yes, Zappala D.,Nice Findings,Editor 4
IEEE Transactions on Nuclear Science,2019,Journal,,"['Wang T.', ' Sidhar H.', ' Mishra R.S.', ' Hovanski Y.', ' Upadhyay P.', ' Carlson B.']",187,Evaluation of intermetallic compound layer at aluminum/steel interface joined by friction stir scribe technology,1,Yes, Howell L.L.,Sound Work,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Wang T.', ' Sidhar H.', ' Mishra R.S.', ' Hovanski Y.', ' Upadhyay P.', ' Carlson B.']",187,Evaluation of intermetallic compound layer at aluminum/steel interface joined by friction stir scribe technology,0,Yes, Ning A.,Old Idea,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Wang T.', ' Sidhar H.', ' Mishra R.S.', ' Hovanski Y.', ' Upadhyay P.', ' Carlson B.']",187,Evaluation of intermetallic compound layer at aluminum/steel interface joined by friction stir scribe technology,1,Yes, Seamons K.,Great,Editor 3
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Goode T.', ' Shoemaker G.', ' Schultz S.', ' Peters K.', ' Pankow M.']",188,Soft body armor time-dependent back face deformation (BFD) with ballistics gel backing,1,Yes, Salmon J.L.,Sound Work,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Goode T.', ' Shoemaker G.', ' Schultz S.', ' Peters K.', ' Pankow M.']",188,Soft body armor time-dependent back face deformation (BFD) with ballistics gel backing,1,Yes, Ning A.,Great,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Goode T.', ' Shoemaker G.', ' Schultz S.', ' Peters K.', ' Pankow M.']",188,Soft body armor time-dependent back face deformation (BFD) with ballistics gel backing,1,Yes, Rice M.,Fantastic,Chair 7
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,['Lawson J.'],189,Phase II monitoring of variability using Cusum and EWMA charts with individual observations,1,Yes, Fletcher T.H.,Great,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,['Lawson J.'],189,Phase II monitoring of variability using Cusum and EWMA charts with individual observations,1,Yes, Rice M.,Innovative Idea,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,['Lawson J.'],189,Phase II monitoring of variability using Cusum and EWMA charts with individual observations,0,Yes, Ning A.,Need Improvement,Chair 1
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Nielsen J.', ' Beard R.']",190,Relative moving target tracking and circumnavigation,0,Yes, Seamons K.,Need Improvement,Editor 1
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Nielsen J.', ' Beard R.']",190,Relative moving target tracking and circumnavigation,1,Yes, Ning A.,Great,Editor 2
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Nielsen J.', ' Beard R.']",190,Relative moving target tracking and circumnavigation,1,Yes, Magleby S.P.,Excellent,Editor 2
IEEE Transactions on Nuclear Science,2019,Journal,,"['Wynn J.S.', ' McLain T.W.']",191,Visual servoing with feed-forward for precision shipboard landing of an autonomous multirotor,1,Yes, Hawkins A.R.,Great,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Wynn J.S.', ' McLain T.W.']",191,Visual servoing with feed-forward for precision shipboard landing of an autonomous multirotor,1,Yes, Zappala D.,Great,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Wynn J.S.', ' McLain T.W.']",191,Visual servoing with feed-forward for precision shipboard landing of an autonomous multirotor,1,Yes, Ning A.,Nice Findings,Editor 3
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Bidstrup C.C.', ' Moore J.J.', ' Peterson C.K.', ' Beard R.W.']",192,Tracking multiple vehicles constrained to a road network from a uav with sparse visual measurements,1,Yes, Schmidt H.,Sound Work,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Bidstrup C.C.', ' Moore J.J.', ' Peterson C.K.', ' Beard R.W.']",192,Tracking multiple vehicles constrained to a road network from a uav with sparse visual measurements,1,Yes, Zappala D.,Innovative Idea,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Bidstrup C.C.', ' Moore J.J.', ' Peterson C.K.', ' Beard R.W.']",192,Tracking multiple vehicles constrained to a road network from a uav with sparse visual measurements,1,Yes, Seamons K.,Nice Findings,Chair 2
International Journal of Heat and Mass Transfer,2019,Journal,,"['Woodbury N.', ' Warnick S.']",193,Abstractions and realizations of dynamic networks,1,Yes, Zappala D.,Great,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Woodbury N.', ' Warnick S.']",193,Abstractions and realizations of dynamic networks,1,Yes, Fletcher T.H.,Great,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Woodbury N.', ' Warnick S.']",193,Abstractions and realizations of dynamic networks,1,Yes, Howell L.L.,Nice Findings,Editor 5
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Wood A.E.', ' Mattson C.A.']",194,Quantifying the effects of various factors on the utility of design ethnography in the developing world,1,Yes, Ning A.,Fantastic,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Wood A.E.', ' Mattson C.A.']",194,Quantifying the effects of various factors on the utility of design ethnography in the developing world,0,Yes, Zappala D.,Need Improvement,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Wood A.E.', ' Mattson C.A.']",194,Quantifying the effects of various factors on the utility of design ethnography in the developing world,1,Yes, Magleby S.P.,Great,Chair 7
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Keller A.M.', ' Wirthlin M.J.']",195,Single-Event Characterization of a Stratix® 10 FPGA Using Neutron Irradiation,1,Yes, Hawkins A.R.,Fantastic,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Keller A.M.', ' Wirthlin M.J.']",195,Single-Event Characterization of a Stratix® 10 FPGA Using Neutron Irradiation,1,Yes, Seamons K.,Sound Work,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Keller A.M.', ' Wirthlin M.J.']",195,Single-Event Characterization of a Stratix® 10 FPGA Using Neutron Irradiation,0,Yes, Rice M.,Not Rigorous Experiment,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Wilson A.E.', ' Wirthlin M.']",196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,1,Yes, Fletcher T.H.,Innovative Idea,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Wilson A.E.', ' Wirthlin M.']",196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,1,Yes, Magleby S.P.,Great,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Wilson A.E.', ' Wirthlin M.']",196,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,1,Yes, Hawkins A.R.,Excellent,Chair 5
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Baker M.J.', ' Baker W.H.']",197,Extended Abstract: Comparison of Peer and Instructor Qualitative Feedback on Presentations,1,Yes, Salmon J.L.,Excellent,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Baker M.J.', ' Baker W.H.']",197,Extended Abstract: Comparison of Peer and Instructor Qualitative Feedback on Presentations,1,Yes, Zappala D.,Great,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Baker M.J.', ' Baker W.H.']",197,Extended Abstract: Comparison of Peer and Instructor Qualitative Feedback on Presentations,1,Yes, Warnick K.F.,Great,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Hanks K.N.', ' Richards P.W.']",198,Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames,1,Yes, Magleby S.P.,Great,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Hanks K.N.', ' Richards P.W.']",198,Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames,1,Yes, Schmidt H.,Great,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Hanks K.N.', ' Richards P.W.']",198,Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames,1,Yes, Zappala D.,Nice Findings,Chair 9
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Randall G.C.', ' Hansen K.R.', ' Jackson B.', ' Fullwood D.T.']",199,Lower-bound dislocation density mapping in microcoined tantalum using high-resolution electron backscatter diffraction,1,Yes, Ning A.,Sound Work,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Randall G.C.', ' Hansen K.R.', ' Jackson B.', ' Fullwood D.T.']",199,Lower-bound dislocation density mapping in microcoined tantalum using high-resolution electron backscatter diffraction,1,Yes, Seamons K.,Fantastic,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Randall G.C.', ' Hansen K.R.', ' Jackson B.', ' Fullwood D.T.']",199,Lower-bound dislocation density mapping in microcoined tantalum using high-resolution electron backscatter diffraction,0,Yes, Magleby S.P.,Need Improvement,Chair 1
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Long D.G.', ' Brodzik M.J.', ' Hardman M.A.']",200,Enhanced-Resolution SMAP Brightness Temperature Image Products,1,Yes, Zappala D.,Excellent,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Long D.G.', ' Brodzik M.J.', ' Hardman M.A.']",200,Enhanced-Resolution SMAP Brightness Temperature Image Products,1,Yes, Ning A.,Nice Findings,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Long D.G.', ' Brodzik M.J.', ' Hardman M.A.']",200,Enhanced-Resolution SMAP Brightness Temperature Image Products,1,Yes, Howell L.L.,Great,Chair 9
"ASEE Annual Conference and Exposition, Conference Proceedings",2019,Conference,3.0,"['Badger J.C.', ' Nelson T.G.', ' Lang R.J.', ' Halverson D.M.', ' Howell L.L.']",201,Normalized Coordinate Equations and an Energy Method for Predicting Natural Curved-Fold Configurations,1,Yes, Zappala D.,Sound Work,Chair 8
