Year,DOI,Affiliations,Authors with affiliations,Abstract,Author Keywords,Page,Edition,Co-Author,City,Cite
2019,10.2514/1.I010706,"Brigham Young University, Provo, UT  84602, United States; NASA Langley Research Center, Hampton, VA  23681, United States","Lusk, P.C., Brigham Young University, Provo, UT  84602, United States; Glaab, P.C., NASA Langley Research Center, Hampton, VA  23681, United States; Glaab, L.J., NASA Langley Research Center, Hampton, VA  23681, United States; Beard, R.W., NASA Langley Research Center, Hampton, VA  23681, United States","Emergency landing is a critical safety feature for the expected increase of autonomous vehicles in the airspace. This paper presents Safe2Ditch, an autonomous crash management system for landing small unmanned aerial vehicles in populated environments. Using a prepopulated database, the highest-rated landing site is selected. As the vehicle progresses toward the selected landing site, a camera is used to image the area around the landing site. Using a recently developed visual multiple target tracker, moving ground obstacles are tracked and geolocated using a flat Earth model. These inertial target estimates are used to revise the landing site and allow the vehicle to land quickly in the presence of non-cooperative obstacles. The complete system is demonstrated through 2000 Monte Carlo simulations and 16 hardware flight tests. Copyright © 2019 by the American Institute of Aeronautics and Astronautics, Inc. All rights reserved.",,12,3,Lusk P.C.,Tokyo,320;754;525;843;152;581;739
2019,10.1364/CLEO_SI.2019.STu3H.4,"Department of ECE, University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA  95064, United States; Department of Electrical and Computer Engineering, Brigham Young University, 459 Clyde Building, Provo, UT  84602, United States","Ganjalizadeh, V., Department of ECE, University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA  95064, United States; Meena, G.G., Department of ECE, University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA  95064, United States; Stott, M.A., Department of Electrical and Computer Engineering, Brigham Young University, 459 Clyde Building, Provo, UT  84602, United States; Schmidt, H., Department of ECE, University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA  95064, United States; Hawkins, A.R., Department of Electrical and Computer Engineering, Brigham Young University, 459 Clyde Building, Provo, UT  84602, United States","Chip-based single molecule detection requires ultra-sensitive devices and robust signal processing methods. A new wavelet-based signal processing method is introduced that improves detection and error rates on an optofluidic platform by 2x and 3x, respectively. © 2019 The Author(s)",,,3,Ganjalizadeh V.,Tokyo,796;383;814;663;812;442;564;628;751;209;785;837;782;154;598;240
2019,,"University of Tennessee, United States; Brigham Young University, United States","Ruoti, S., University of Tennessee, United States; Andersen, J., Brigham Young University, United States; Monson, T., Brigham Young University, United States; Zappala, D., Brigham Young University, United States; Seamons, K., Brigham Young University, United States","We conducted a user study that compares three secure email tools that share a common user interface and differ only by key management scheme: passwords, public key directory (PKD), and identity-based encryption (IBE). Our work is the first comparative (i.e., A/B) usability evaluation of three different key management schemes and utilizes a standard quantitative metric for cross-system comparisons. We also share qualitative feedback from participants that provides valuable insights into user attitudes regarding each key management approach and secure email generally. The study serves as a model for future secure email research with A/B studies, standard metrics, and the two-person study methodology. © 2018 by The USENIX Association All Rights Reserved.",,19,,Ruoti S.,,153;643;308;189;856;202;689;539;429;436;391;739;349;813;662
2019,10.1061/9780784482087.011,"Civil and Environmental Engineering Dept., Brigham Young Univ., 368 CB, Provo, UT  84602, United States; Wagstaff Crane Service, 4315 S. Commerce Dr., Murray, UT  84107, United States","Rollins, K.M., Civil and Environmental Engineering Dept., Brigham Young Univ., 368 CB, Provo, UT  84602, United States; Wagstaff, K.B., Civil and Environmental Engineering Dept., Brigham Young Univ., 368 CB, Provo, UT  84602, United States; Black, R., Wagstaff Crane Service, 4315 S. Commerce Dr., Murray, UT  84107, United States","Contractors are increasingly requesting to use flowable fill (CLSM) or lightweight cellular concrete (LCC) to replace compacted granular backfill at bridge abutments because they can be placed more rapidly. In addition, LCC reduces the settlement of the underlying soils which is attractive to engineers. To evaluate the passive force-deflection curves for these materials, large-scale lab tests were performed with LCC and CLSM backfills in addition to a granular backfill for comparison. The response of the LCC was similar to that of the granular backfill with somewhat higher peak force developing at about 2.5% of the wall height. Although the stiffness was about twice as high as the granular backfill, the post-peak reduction was less than that for the granular fill. In contrast, the CLSM had a stiffness about 10 times higher than the granular fill and reached the peak value at a deflection equal to 1% of the wall height. The CLSM experienced a rapid decease in strength of about 60% after the peak strength was reached. The ductility of the LCC makes it a more suitable material for seismic loading with higher displacement demands. © 2019 American Society of Civil Engineers.",,7,3,Rollins K.M.,Hong Kong,181;800;557;731;541;210;480;486;831
2019,10.1109/JSTQE.2018.2854574,"School of Engineering, University of California Santa Cruz, Santa Cruz, CA  95064, United States; Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","Black, J.A., School of Engineering, University of California Santa Cruz, Santa Cruz, CA  95064, United States; Hamilton, E., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Hueros, R.A.R., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Parks, J.W., School of Engineering, University of California Santa Cruz, Santa Cruz, CA  95064, United States; Hawkins, A.R., School of Engineering, University of California Santa Cruz, Santa Cruz, CA  95064, United States; Schmidt, H., School of Engineering, University of California Santa Cruz, Santa Cruz, CA  95064, United States","Planar optofluidics provide a powerful tool for facilitating chip-scale light-matter interactions. Silicon-based liquid core waveguides have been shown to offer single molecule sensitivity for efficient detection of bioparticles. Recently, a PDMS based planar optofluidic platform was introduced that opens the way to rapid development and prototyping of unique structures, taking advantage of the positive attributes of silicon dioxide-based optofluidics and PDMS based microfluidics. Here, hydrodynamic focusing is integrated into a PDMS based optofluidic chip to enhance the detection of single H1N1 viruses on-chip. Chip-plane focusing is provided by a system of microfluidic channels to force the particles towards a region of high optical collection efficiency. Focusing is demonstrated and enhanced detection is quantified using fluorescent polystyrene beads where the coefficient of variation is found to decrease by a factor of 4 with the addition of hydrodynamic focusing. The mean signal amplitude of fluorescently tagged single H1N1 viruses is found to increase with the addition of focusing by a factor of 1.64. © 1995-2012 IEEE.",Biophotonics; hydrodynamic focusing; optofluidics; soft photolithography; waveguides,,3,Black J.A.,Hong Kong,606;701;200;380;195;685;686;170;542;448;703
2019,,"Brigham Young University, United States; Sandia National Laboratories, United States","Ruoti, S., Sandia National Laboratories, United States; O'Neill, M., Sandia National Laboratories, United States; Zappala, D., Brigham Young University, United States; Seamons, K., Brigham Young University, United States","This paper reports the results of a survey of 1,976 individuals regarding their opinions on TLS inspection, a controversial technique that can be used for both benevolent and malicious purposes. Responses indicate that participants hold nuanced opinions on security and privacy trade-offs, with most recognizing legitimate uses for the practice, but also concerned about threats from hackers or government surveillance. There is strong support for notification and consent when a system is intercepting their encrypted traffic, although this support varies depending on the situation. A significant concern about malicious uses of TLS inspection is identity theft, and many would react negatively and some would change their behavior if they discovered inspection occurring without their knowledge. We also find that a small but significant number of participants are jaded by the current state of affairs and have lost any expectation of privacy. © 2016 by The USENIX Association All Rights Reserved.",,15,,Ruoti S.,,250
2019,,"Brigham Young University, United States; Sandia National Laboratories, United States","Ruoti, S., Sandia National Laboratories, United States; Monson, T., Brigham Young University, United States; Wu, J., Brigham Young University, United States; Zappala, D., Brigham Young University, United States; Seamons, K., Brigham Young University, United States","Understanding how people behave when faced with complex security situations is essential to designing usable security tools. To better understand users' perceptions of their digital lives and how they managed their online security posture, we conducted a series of 23 semi-structured interviews with mostly middle-aged parents from suburban Washington state. Using a grounded theory methodology, we analyzed the interview data and found that participants chose their security posture based on the immense value the Internet provides and their belief that no combination of technology could make them perfectly safe. Within this context, users have a four-stage process for determining which security measures to adopt: learning, evaluation of risks, estimation of impact, and weighing trade-offs to various coping strategies. Our results also revealed that a majority of participants understand the basic principles of symmetric encryption. We found that participants' misconceptions related to browser-based TLS indicators lead to insecure behavior, and it is the permanence of encrypted email that causes participants to doubt that it is secure. We conclude with a discussion of possible responses to this research and avenues for future research. © 2017 by The USENIX Association. All rights reserved.",,17,,Ruoti S.,,678;254;182;744;156;887;353;596;670;803;695;240;500;481
2019,10.1115/DETC2019-98431,"Brigham Young University, Provo, UT, United States; US Air Force Academy Colorado SpringsCO, United States","Goodson, M., Brigham Young University, Provo, UT, United States; Anderson, M., US Air Force Academy Colorado SpringsCO, United States; Sorensen, C., Brigham Young University, Provo, UT, United States; Mattson, C., Brigham Young University, Provo, UT, United States","Student capstone teams have varying degrees of success in meeting the expectations of their project sponsors. Keeping sponsors happy is important to these programs in order to ensure continued support from these industry representatives, so finding ways to improve project outcomes is critical. In order to find blind spots that students may have been left with after their first 6-7 weeks of instruction, we conducted structured interviews with students in capstone programs at Brigham Young University and the US Air Force Academy. These interviews were then transcribed, coded, and analyzed for themes that may have been well understood or misunderstood by students. We found that a significant number of students had not understood concepts such as a design being more than a prototype, that sponsors have expectations for the tradeoffs between product cost and performance, or that they need to be thinking about how their designs might be deployed. It was also interesting to note that most students also reported feeling confident in their understanding despite their apparent lack thereof, indicating that these could represent major blind spots for students. We propose that developing methods for teaching these principles early on will help students see more clearly what their end goals need to be, and thus help them be more successful in delivering desirable designs. Copyright © 2019 ASME.",Capstone; Customer needs; Design deliverables; Project descriptions; Sponsor expectations,,3,Goodson M.,Macau,437;710;237;596;449;870;875;754;501;296;345;733;215;843;180;570
2019,10.1115/DETC2019-98400,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Department of Engineering Mechanics, US Air Force Academy, Colorado Springs, CO  80840, United States","Stapleton, T., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Owens, T., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Mattson, C., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Sorensen, C., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Anderson, M., Department of Engineering Mechanics, US Air Force Academy, Colorado Springs, CO  80840, United States","The initial phases of the design process – including interactions with stakeholders, ideation of concept candidates, and the selection of the best candidates – have a large impact on the success of a project as a whole. They also tend to be the most unstructured portion of the project, and are often marginalized by teams who assume they already understand stakeholder needs and the best solution paths to pursue. Design researchers have developed methods shown to increase the creativity and divergent thinking of the design team during these initial phases of design. Nevertheless, these methods often rely on only a vague or amorphous representation of the design space (the set of all possible concepts the design team could feasibly select to meet the objective of the project). In this paper, we introduce a particular design-space structure that can help teams ideate and evaluate their ideation, thus improving the early phases of the design process. The design space presented here is a vector space with a basis of technology (the physical product people will use) and tactics (the procedure for using the product). Also presented are definitions, principles, and sub-theories that facilitate the creation and use of technology-tactics plots to represent the design space. Considering the design space in this structured way, the design team can gain valuable insights that improve the effectiveness of the initial stages of design, and may yield additional benefits to the design process as a whole, if further developed. Copyright © 2019 ASME.",Bi-objective; Design space exploration; Technology tactics plot,,3,Stapleton T.,Istanbul,138
2019,10.1016/bs.aiht.2019.08.003,"Brigham Young University, Provo, UT, United States; INSA de Lyon, Villeurbanne, France","Webb, B.W., Brigham Young University, Provo, UT, United States; Solovjov, V.P., Brigham Young University, Provo, UT, United States; André, F., INSA de Lyon, Villeurbanne, France","This review documents the history and theoretical development of the Spectral Line Weighted-sum-of-gray-gases (SLW) model. The SLW model is a so-called global engineering model for prediction of radiation transfer in gaseous media. The model bases the gas radiative properties on local thermodynamic properties (temperature, species concentration, etc.), and has been developed for use with any arbitrary solver of the Radiative Transfer Equation (RTE). This review first presents the fundamental groundwork for the SLW model, followed by the detailed theoretical development of the model with associated publication references. The model was first formulated for isothermal, homogeneous single-component gases. As part of this formulation a new gas property distribution function, the Absorption Line Blackbody Distribution Function (ALBDF) was proposed, and the ALBDF has been generated from detailed spectroscopic databases for H2O, CO2, and CO over a range of gas temperature, mole fraction (where appropriate), and total pressure. The SLW model was then extended to treat non-isothermal, non-homogeneous gases, mixtures of gas species, and model application in scenarios featuring non-gray particulates and/or boundaries. In all of its development the SLW model has been rigorously tested against benchmark line-by-line spectral integration solutions of the RTE using the same spectroscopic database as used in the generation of the ALBDF. Work continues on the refinement of the SLW model, enhancing its accuracy in prediction of radiative transfer. Finally, this review will summarize work-to-date utilizing the SLW model in coupled heat transfer scenarios—comprehensive combustion simulations, combined natural convection and radiation, etc. © 2019 Elsevier Inc.",Gases; SLW model; Thermal radiation,91,3,Webb B.W.,Hong Kong,295
2019,,"Brigham Young UniversityUT, United States; Industrial Algorithms LimitedON, Canada","Park, J., Brigham Young UniversityUT, United States; Patterson, C., Brigham Young UniversityUT, United States; Kelly, J.D., Industrial Algorithms LimitedON, Canada; Hedengren, J.D., Brigham Young UniversityUT, United States",[No abstract available],cyber-physical; digital twin; exhaustive search; PID tuning; smart tuning; temperature control,9,3,Park J.,New York,428;584;501;704;170;623
2019,10.5098/hmt.12.20,"Institute of Thermal Science and Technology, Shandong University, Jinan, Shandong  250061, China; Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States","Ba, Q., Institute of Thermal Science and Technology, Shandong University, Jinan, Shandong  250061, China; Egbert, S., Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States; Li, X., Institute of Thermal Science and Technology, Shandong University, Jinan, Shandong  250061, China; Cheng, L., Institute of Thermal Science and Technology, Shandong University, Jinan, Shandong  250061, China","Precalciner performance is crucial to the production rate and lifespan of cement kiln systems. The gas-solid flow and pulverized coal combustion processes in an industrial precalciner were numerically modeled to understand the flow patterns and thermal processes in the system. The gas and meal flow rates and properties were measured on-site to determine the boundary conditions for the simulations and to validate the models. The upward swirl of the gas flow in the furnace helped disperse the particles and extend their duration in the precalciner. The O2 and CO2 concentration distributions indicated that the coal particles were well dispersed and fully combusted. The calculations showed that the precalciner outlet temperature was too high which reduces the thermal efficiency and may damage the preheater installed just after the precalciner. Finally, an optimized precalciner was proposed to improve the temperature distribution. The present work can be used for improving the design of industrial precalciners. © 2019, Global Digital Central. All rights reserved.",Combustion; Numerical simulation; On-site measurements; Two-phase flow,,3,Ba Q.,New York,411;386;665;550;492;344;405;427;504;661;316;361;288;442;268
2019,10.1017/dsj.2018.6,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Loughborough Design School, Loughborough University, Loughborough, LE11 3TU, United Kingdom","Mattson, C.A., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Pack, A.T., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Lofthouse, V., Loughborough Design School, Loughborough University, Loughborough, LE11 3TU, United Kingdom; Bhamra, T., Loughborough Design School, Loughborough University, Loughborough, LE11 3TU, United Kingdom","Sustainable design is often practiced and assessed through the consideration of three essential areas: economic sustainability, environmental sustainability, and social sustainability. For even the simplest of products, the complexities of these three areas and their tradeoffs cause decision-making transparency to be lost in most practical situations. The existing field of multiobjective optimization offers a natural framework to define and explore a given design space. In this paper, a method for defining a product's sustainability space (defined by economic, environmental, and social sustainability objectives) is outlined and used to explore the tradeoffs within the space, thus offering both the design team and the decision makers a means of better understanding the sustainability tradeoffs. This paper concludes that sustainable product development can indeed benefit from tradeoff characterization using multiobjective optimization techniques - even when using only basic models of sustainability. Interestingly, the unique characteristics of the three essential sustainable development areas lead to an alternative view of some traditional multiobjective optimization concepts, such as weak-Pareto optimality. The sustainable redesign of a machine to drill boreholes for water wells is presented as a practical example for method demonstration and discussion. Copyright © The Author(s) 2019.",social sustainability; sustainable design,,3,Mattson C.A.,Hong Kong,622
2019,10.1117/1.JMM.18.1.015501,"Brigham Young University, Electrical and Computer Engineering Department, Provo, UT, United States; University of California, Electrical and Computer Engineering Department, Santa Cruz, CA, United States","Hamblin, M., Brigham Young University, Electrical and Computer Engineering Department, Provo, UT, United States; Downing, T., Brigham Young University, Electrical and Computer Engineering Department, Provo, UT, United States; Anderson, S., Brigham Young University, Electrical and Computer Engineering Department, Provo, UT, United States; Schmidt, H., University of California, Electrical and Computer Engineering Department, Santa Cruz, CA, United States; Hawkins, A., Brigham Young University, Electrical and Computer Engineering Department, Provo, UT, United States","Background: Many MEMS and optical sensor devices can benefit from layers that block transmission and suppress reflection of light across the visible spectrum. Because these devices can include complicated topography, many existing methods for depositing antireflective layers are difficult, impractical, or unusable. Aim: To create a light-blocking antireflective layer that works well with complicated MEMS and sensor devices, a layer should be made that is cheap, simple, and can be deposited and patterned with high resolution at low temperatures. Approach: Light blocking is achieved using an aluminum layer. Suppressing reflection is achieved by mixing aluminum oxide nanoparticles in photoresist to create a layer that partially absorbs and partially scatters light. Results: The combination of a layer of metal and a layer of nanoparticles and photoresist completely blocks transmission of light and significantly reduces reflections across the visible spectrum, particularly for shorter wavelengths. The layer is also patternable to sizes as small as a few microns with high resolution. Conclusion: By combining a metal layer and a layer of nanoparticles in photoresist, a simple, cheap, and effective light-blocking antireflective layer can be created that is compatible with planar devices with complex topography. © 2019 Society of Photo-Optical Instrumentation Engineers (SPIE).",lithography; optics; photonics,,3,Hamblin M.,Tokyo,776;172;499;856;309;191;526;758;419;416;153
2019,10.14733/cadaps.2019.864-877,"Brigham Young University, United States; Ford Motor Company, United States","Wright, L., Brigham Young University, United States; Forsgren, B., Brigham Young University, United States; Owens, T., Brigham Young University, United States; Haskell, M., Brigham Young University, United States; Salmon, J., Brigham Young University, United States; Bowman, E., Ford Motor Company, United States","We present novel methods for the removal of interior bodies from complex assemblies using ray casting. These methods locate and preserve bodies that represent the high-fidelity exterior surface of an assembly while removing all interior bodies that do not contribute to the exterior assembly surface. In so doing we create parts that can accurately be used for assembly packaging and other tasks without sufiering from the ineficiencies that come from working with the full assembly. We further present an analysis of the process on assemblies of known properties and several use cases with simplification results. Finally, we present directions for future research that could enhance this work. © 2019 CAD Solutions, LLC.",Assembly simplification; Computer-aided design; External geometry; Ray casting,13,3,Wright L.,Istanbul,171;309;606;554;359;601;287;221;136;598;188;603;423;315;207;681;184
2019,10.1016/j.soildyn.2018.10.040,"Brigham Young University, 368 Clyde Building, Provo, UT  84602, United States; South Dakota School of Mines & Technology, CM 311, Rapid City, SD  57701, United States","Franke, K.W., Brigham Young University, 368 Clyde Building, Provo, UT  84602, United States; Lingwall, B.N., South Dakota School of Mines & Technology, CM 311, Rapid City, SD  57701, United States; Youd, T.L., Brigham Young University, 368 Clyde Building, Provo, UT  84602, United States; Blonquist, J., Brigham Young University, 368 Clyde Building, Provo, UT  84602, United States; Liang, J.H., Brigham Young University, 368 Clyde Building, Provo, UT  84602, United States","This study evaluates the impact of characterizing probabilistic ground motions for liquefaction hazard analysis (defined and quantified in this paper as liquefaction triggering and free-field post-liquefaction settlements) in areas of low to moderate seismicity. Both pseudo-probabilistic and probabilistic (i.e., performance-based) methods are assessed and compared. Results of the comparative study suggest that pseudo-probabilistic methods can significantly overestimate liquefaction hazards in areas of low seismicity. Performance-based probabilistic methods are shown to predict between 5.2 cm and 16.5 cm (approximately 36–47%) less post-liquefaction free-field settlement on average than pseudo-probabilistic methods in areas of low seismicity at a return period of 2475 years, and to predict 9 cm to 19.7cm (approximately 96%) less post-liquefaction free-field settlement on average than pseudo-probabilistic methods at a return period of 475 years. Soil site classification is shown to have substantial impact on the estimated liquefaction hazards in areas of low seismicity due to soil amplification, potentially increasing design accelerations by up to 56%. Consequences of inconsistencies regarding design ground motions in current seismic design provisions are also discussed. To avoid potential for overpredicting liquefaction hazards, engineers should apply a performance-based approach when assessing liquefaction triggering and its effects in areas of low to moderate seismicity. © 2018 The Authors",,10,3,Franke K.W.,Istanbul,836;364;219;781;232;496;602;701;563;608;577;453;718;138;601;216;750;879;263
2019,10.1109/TNS.2018.2877579,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; NSF Center for Space High-Performance, and Resilient Computing, Alexandria, VA  22314, United States","Cannon, M.J., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States, NSF Center for Space High-Performance, and Resilient Computing, Alexandria, VA  22314, United States; Keller, A.M., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States, NSF Center for Space High-Performance, and Resilient Computing, Alexandria, VA  22314, United States; Rowberry, H.C., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States, NSF Center for Space High-Performance, and Resilient Computing, Alexandria, VA  22314, United States; Thurlow, C.A., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States, NSF Center for Space High-Performance, and Resilient Computing, Alexandria, VA  22314, United States; Perez-Celis, A., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States, NSF Center for Space High-Performance, and Resilient Computing, Alexandria, VA  22314, United States; Wirthlin, M.J., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States, NSF Center for Space High-Performance, and Resilient Computing, Alexandria, VA  22314, United States","Triple modular redundancy (TMR) with repair has proven to be an effective strategy for mitigating the effects of single-event upsets within the configuration memory of static random access memory field-programmable gate arrays. Applying TMR to the design successfully reduces the design's neutron cross section by 80×. The effectiveness of TMR, however, is limited by the presence of single bits in the configuration memory which cause more than one TMR domain to fail simultaneously. We present three strategies to mitigate against these failures and improve the effectiveness of TMR: incremental routing, incremental placement, and striping. These techniques were tested using both fault injection and a wide spectrum neutron beam with the best technique offering a 400× reduction to the design's sensitive neutron cross section. An analysis from the radiation test shows that no single bits caused failure and that multicell upsets were the main cause of failure for these mitigation strategies. © 1963-2012 IEEE.",Configuration scrubbing; field programmable gate arrays (FPGAs); single-event effects (SEEs); single-event upset (SEU); triple modular redundancy (TMR),8,3,Cannon M.J.,Istanbul,405;158;171;633;148;701
2019,10.1039/c8na00101d,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; School of Applied and Engineering Physics, Cornell University, Ithaca, NY  14853, United States","Noyce, S.G., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Vanfleet, R.R., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Craighead, H.G., School of Applied and Engineering Physics, Cornell University, Ithaca, NY  14853, United States; Davis, R.C., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States","Microscale porous carbon mechanical resonators were formed using carbon nanotube templated microfabrication. These cantilever resonators exhibited nanoscale porosity resulting in a high surface area to volume ratio which could enable sensitive analyte detection in air. These resonators were shown to be mechanically robust and the porosity could be controllably varied resulting in densities from 102 to 103 kg m-3, with pore diameters on the order of hundreds of nanometers. Cantilevers with lengths ranging from 500 μm to 5 mm were clamped in a fixture for mechanical resonance testing where quality factors from 102 to 103 were observed at atmospheric pressure in air. © 2019 The Royal Society of Chemistry.",,6,3,Noyce S.G.,New York,270;815;288;858;624
2019,10.1117/12.2510174,"Media Laboratory, Massachusetts Institute of Technology, 75 Amherst St., Cambridge, MA  02142, United States; Department of Electrical and Computer Engineering, Brigham Young University, 459 Clyde Building, Provo, UT, United States","Jolly, S., Media Laboratory, Massachusetts Institute of Technology, 75 Amherst St., Cambridge, MA  02142, United States; Datta, B., Media Laboratory, Massachusetts Institute of Technology, 75 Amherst St., Cambridge, MA  02142, United States; Parthiban, V., Media Laboratory, Massachusetts Institute of Technology, 75 Amherst St., Cambridge, MA  02142, United States; Smalley, D., Department of Electrical and Computer Engineering, Brigham Young University, 459 Clyde Building, Provo, UT, United States; Michael Bove, V., Media Laboratory, Massachusetts Institute of Technology, 75 Amherst St., Cambridge, MA  02142, United States","We have previously presented a novel spatial light modulator appropriate for use in transparent, flat-panel holographic display applications. Our architecture consists of an anisotropic leaky-mode coupler and integrated Bragg reflection grating as a monolithic device implemented in lithium niobate and is fabricated using direct femtosecond laser writing techniques. In this paper, we present a methodology for the experimental characterization of holographically-reconstructed point spread functions from sample devices. © 2019 SPIE.",Femtosecond laser micromachining; Guided-wave acousto-optics; Holographic display; Lithium niobate; Surface acoustic waves,,3,Jolly S.,Hong Kong,354;534;175;743;666;602;142;513;692;543;164;630;140;735;182;854;391;658;612;537
2019,10.1117/12.2511311,"Dept. of Physics, Yokohama National University, 79-5 Tokiwadai, Hodogaya, Yokohama, 240-8501, Japan; Dept. of Chemistry, Brigham Young University, Provo, UT  84602, United States","Katayama, I., Dept. of Physics, Yokohama National University, 79-5 Tokiwadai, Hodogaya, Yokohama, 240-8501, Japan; Kobayashi, M., Dept. of Physics, Yokohama National University, 79-5 Tokiwadai, Hodogaya, Yokohama, 240-8501, Japan; Johnson, J.A., Dept. of Chemistry, Brigham Young University, Provo, UT  84602, United States","To investigate changes of ultrafast dynamics during irreversible phase change in phase change materials Ge2Sb2Te5, we performed high-repetition-rate singleshot pump-probe spectroscopy using a combination of time-encoding and timestretching methods. By measuring the pump-probe traces while ramping the pump intensity, we observed a clear change in the ultrafast pump-probe dynamics after the phase change. Correlation between the ultrafast dynamics in the femtosecond timescale and the amount of phase change observed in millisecond timescale indicates that accumulation of the excited states in the sample plays an important role in the acceleration of the phase change. The result clearly demonstrates the usefulness of our method, which could be applied to the investigation of multi-timescale dynamics in various irreversible phenomena. Improved signal-to-noise ratio and the variable time-window of the single-shot pumpprobe measurements were also demonstrated using a grating pair and a chirped fiber Bragg grating. © COPYRIGHT SPIE. Downloading of the abstract is permitted for personal use only.",Chirped fiber Bragg grating; Phase change materials; Pump-probe spectroscopy; Single-shot spectroscopy; Time-stretching; Timeencoding,,3,Katayama I.,Tokyo,136;642;607;325;844;875;669;173;385;438;569;363;425;315;188;777
2019,10.1016/j.commatsci.2018.09.031,"Skolkovo Institute of Science and Technology, Skolkovo Innovation Center, Nobel str. 3, Moscow, 143026, Russian Federation; Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States","Gubaev, K., Skolkovo Institute of Science and Technology, Skolkovo Innovation Center, Nobel str. 3, Moscow, 143026, Russian Federation; Podryabinkin, E.V., Skolkovo Institute of Science and Technology, Skolkovo Innovation Center, Nobel str. 3, Moscow, 143026, Russian Federation; Hart, G.L.W., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Shapeev, A.V., Skolkovo Institute of Science and Technology, Skolkovo Innovation Center, Nobel str. 3, Moscow, 143026, Russian Federation","We propose an approach to materials prediction that uses a machine-learning interatomic potential to approximate quantum-mechanical energies and an active learning algorithm for the automatic selection of an optimal training dataset. Our approach significantly reduces the amount of density functional theory (DFT) calculations needed, resorting to DFT only to produce the training data, while structural optimization is performed using the interatomic potentials. Our approach is not limited to one (or a small number of) lattice types (as is the case for cluster expansion, for example) and can predict structures with lattice types not present in the training dataset. We demonstrate the effectiveness of our algorithm by predicting the convex hull for the following three systems: Cu-Pd, Co-Nb-V, and Al-Ni-Ti. Our method is three to four orders of magnitude faster than conventional high-throughput DFT calculations and explores a wider range of materials space. In all three systems, we found unreported stable structures compared to the AFLOW database. Because our method is much cheaper and explores much more of materials space than high-throughput methods or cluster expansion, and because our interatomic potentials have a systematically improvable accuracy compared to empirical potentials such as embedded atom model, it will have a significant impact in the discovery of new alloy phases, particularly those with three or more components. © 2018",Active learning; Alloy phase prediction; Cluster expansion; Interatomic potentials; Machine learning; Moment Tensor Potentials,8,3,Gubaev K.,Hong Kong,764;214;750;765;773;566;289;197;330
